title,runtime,rating,profit
Kimi no na wa.,106,8.4,$5.02M
Destination Wedding,87,6.0,"15,847"
Pretty Woman,119,7.0,$178.41M
In the Heights,,,
Bob & Carol & Ted & Alice,105,6.7,$31.90M
Love Island,60,5.0,"1,456"
Legally Blonde,96,6.3,$96.52M
Clueless,97,6.8,$56.63M
Bridesmaids,125,6.8,$169.11M
The Twilight Saga: Breaking Dawn - Part 2,115,5.5,$292.30M
Aseudal Yeondaegi,80,7.3,280
Station 19,60,6.3,"4,936"
The 40 Year Old Virgin,116,7.1,$109.45M
Days of Our Lives,60,5.3,"5,686"
Book Club,104,6.1,$68.57M
The Bad Batch,118,5.3,$0.18M
Seven Brides for Seven Brothers,102,7.4,"19,539"
Adrift,96,6.6,$31.45M
Versailles,52,8.0,"10,976"
If Beale Street Could Talk,119,7.2,$14.92M
Big Fish,125,8.0,$66.26M
Judy,118,,
10 Things I Hate About You,97,7.3,$38.18M
Pretty Little Liars: The Perfectionists,45,7.4,"2,203"
The Blue Lagoon,104,5.7,$58.85M
Fifty Shades Darker,118,4.6,$114.38M
The Nanny,22,6.9,"33,925"
Luka Chuppi,126,6.4,$1.04M
Robin Hood,140,6.6,$105.27M
The Phantom of the Opera,143,7.3,$51.27M
Siberia,104,4.3,"8,993"
The White Queen,60,7.8,"20,805"
"Crazy, Stupid, Love.",118,7.4,$84.35M
Atonement,123,7.8,$50.93M
Nashville,43,7.7,"21,862"
Overboard,112,6.0,$50.32M
The Fault in Our Stars,126,7.7,$124.87M
The Courtship of Eddie's Father,118,6.8,"2,262"
True Romance,119,7.9,$12.28M
Eureka,60,7.9,"44,791"
American Honey,163,7.0,$0.66M
The Choice,111,6.6,$18.71M
Risky Business,99,6.8,$63.50M
Stardust,127,7.7,$38.63M
Weird Science,94,6.6,$23.83M
La vita Ã¨ bella,116,8.6,$57.60M
The Souvenir,120,6.9,$0.93M
"Berlin, I Love You",120,4.4,983
Arjun Reddy,182,8.4,"15,785"
The Lobster,119,7.1,$8.70M
The Curious Case of Benjamin Button,166,7.8,$127.51M
Second Act,103,5.8,$39.28M
Something Borrowed,112,5.9,$39.05M
Forgetting Sarah Marshall,111,7.2,$63.17M
Sabrina,113,7.7,"53,625"
Sex and the City 2,146,4.4,$95.35M
Lie with Me,93,5.4,"13,518"
Mike and Dave Need Wedding Dates,98,6.0,$46.01M
Tangled,100,7.8,$200.82M
MalÃ¨na,108,7.5,$3.43M
The Duff,101,6.5,$34.02M
Yuk po tuen: Tau ching bo gam,99,5.7,$0.40M
Gone with the Wind,238,8.2,$198.68M
Jerry Maguire,139,7.3,$153.95M
Knocked Up,129,7.0,$148.73M
Bring It On,98,6.0,$68.38M
Ah-ga-ssi,145,8.1,$2.01M
Cast Away,143,7.8,$233.63M
Burlesque,119,6.4,$39.44M
Dirty Dancing,100,6.9,$0.62M
Les MisÃ©rables,60,7.8,"3,850"
Moulin Rouge!,127,7.6,$57.39M
A Walk to Remember,101,7.4,$41.23M
Slumdog Millionaire,120,8.0,$141.32M
Only Lovers Left Alive,123,7.3,$1.88M
A Million Little Things,43,7.9,"5,240"
General Hospital,60,6.7,"3,986"
The Parent Trap,128,6.5,$66.31M
Casablanca,102,8.5,$1.02M
Doc Martin,46,8.3,"10,159"
Le mÃ©pris,103,7.7,$0.04M
The Big Sick,120,7.6,$42.87M
Grosse Pointe Blank,107,7.4,$28.01M
Home and Away,22,5.2,"5,077"
The Sound of Music,172,8.0,$163.21M
Take Me Home Tonight,97,6.3,$6.92M
The Little Mermaid,83,7.6,$111.54M
Hairspray,117,6.7,$118.87M
Legend,94,6.5,$15.50M
Silver Linings Playbook,122,7.7,$132.09M
Phantom Thread,130,7.5,$21.02M
Peter Pan,113,6.9,$48.46M
The Young and the Restless,60,5.3,"5,243"
The Durrells,46,8.1,"5,160"
There's Something About Mary,119,7.1,$176.48M
Little Italy,102,5.7,$0.99M
The Little Mermaid,85,4.2,"6,247"
As Good as It Gets,139,7.7,$148.48M
The Old Man & the Gun,93,6.8,$11.28M
The Waltons,60,7.7,"4,900"
AmÃ©lie,122,8.3,$33.23M
The Theory of Everything,123,7.7,$35.89M
50 First Dates,99,6.8,$120.91M
Durante la tormenta,128,7.4,"18,208"
The Beach,119,6.6,$39.79M
The Last Man on Earth,22,7.4,"48,570"
Saved by the Bell,30,7.1,"28,821"
Maleficent,97,7.0,$241.41M
The Danish Girl,119,7.1,$12.71M
"Love, Rosie",102,7.2,$0.01M
Rock of Ages,123,5.9,$38.52M
Life Itself,117,6.6,$4.10M
90210,60,6.1,"40,491"
The Guernsey Literary and Potato Peel Pie Society,124,7.4,"22,849"
Unfaithful,124,6.7,$52.80M
Morning Glory,107,6.5,$31.01M
The Next Three Days,133,7.4,$21.15M
The Mortal Instruments: City of Bones,130,5.9,$31.17M
Love & Other Drugs,112,6.7,$32.37M
She's Out of My League,104,6.4,$31.58M
Don Jon,90,6.6,$24.48M
Allied,124,7.1,$40.07M
Dallas,60,7.0,"10,384"
Tell It to the Bees,108,5.5,"1,004"
Summer School,97,6.6,$35.66M
Empire Records,90,6.7,$0.30M
Below Her Mouth,94,5.5,"7,708"
Lolita,137,6.9,$1.40M
Steel Magnolias,117,7.3,$83.76M
The Proposal,108,6.7,$163.96M
The Lake House,99,6.8,$52.33M
Coming to America,116,7.0,$128.15M
The French Dispatch,,,
Boys Don't Cry,118,7.6,$11.53M
The Spectacular Now,95,7.1,$6.85M
The Virgin Suicides,97,7.2,$4.86M
The Bold and the Beautiful,30,3.6,"6,549"
The Age of Adaline,112,7.2,$42.48M
Endless Love,116,4.8,$31.18M
Before Sunrise,101,8.1,$5.54M
The Graduate,106,8.0,$104.95M
The Princess and the Frog,97,7.1,$104.40M
Degrassi: The Next Generation,30,7.4,"10,195"
Gräns,110,7.1,$0.77M
The Little Rascals,82,6.3,$51.76M
The Wedding Singer,100,6.8,$80.25M
Just Friends,96,6.2,$32.62M
Cruel Intentions,97,6.8,$38.33M
The Love Boat,60,6.1,"7,725"
Paterson,118,7.4,$2.14M
Son in Law,95,5.8,$36.45M
Inherent Vice,148,6.7,$8.11M
War & Peace,379,8.2,"17,642"
7th Heaven,60,5.2,"22,903"
The L Word,50,7.6,"22,285"
Skam,30,8.7,"23,567"
Midnight in Paris,94,7.7,$56.82M
Irma la Douce,147,7.4,$25.25M
Walk the Line,136,7.9,$119.52M
Misfits,60,8.2,"86,866"
Love,50,7.7,"31,838"
Disobedience,114,6.6,$3.48M
Koe no katachi,130,8.2,"25,754"
More Tales of the City,330,8.2,"1,056"
Witness,112,7.4,$68.71M
Legends of the Fall,133,7.5,$66.64M
The Little Hours,90,5.8,$1.65M
Jane Eyre,120,7.4,$11.24M
The Bachelorette,60,3.3,"4,304"
Miraculous: Tales of Ladybug & Cat Noir,20,8.0,"3,649"
Wet Hot American Summer,97,6.7,$0.29M
Click,107,6.4,$137.36M
Sleeping Beauty,101,5.3,$0.04M
Meet Joe Black,178,7.2,$44.62M
Ugly Betty,60,6.6,"37,660"
I Feel Pretty,110,5.4,$48.80M
Moonrise Kingdom,94,7.8,$45.51M
Tarzan,88,7.3,$171.09M
Hall Pass,105,5.9,$45.06M
Notting Hill,124,7.1,$116.09M
Edward Scissorhands,105,7.9,$56.36M
The House Bunny,97,5.5,$48.24M
Midnight Sun,91,6.6,$9.56M
EverAfter,121,7.0,$65.71M
The Princess Diaries,111,6.3,$108.25M
Young Justice,23,8.7,"27,576"
Miracle Workers,30,7.0,"3,867"
The Secret Life of Walter Mitty,114,7.3,$58.24M
The Last of the Mohicans,112,7.8,$75.51M
Pearl Harbor,183,6.1,$198.54M
Vertigo,128,8.3,$3.20M
No Strings Attached,108,6.2,$70.66M
The Ugly Truth,96,6.4,$88.92M
Beauty and the Beast,84,8.0,$218.97M
9 Songs,71,4.8,$0.05M
Bewitched,25,7.6,"14,640"
Big,104,7.3,$114.97M
Closer,104,7.3,$33.99M
Blue Valentine,112,7.4,$9.74M
Hitch,118,6.6,$179.50M
Crimson Peak,119,6.5,$31.06M
Shrek 2,93,7.2,$436.47M
Pride and Prejudice,327,8.9,"68,252"
According to Jim,30,6.4,"32,320"
Dynasty,60,6.3,"5,863"
Trainwreck,125,6.2,$110.21M
13 Going on 30,98,6.2,$57.23M
Pride and Prejudice and Zombies,108,5.8,$10.91M
Friends with Benefits,109,6.6,$55.80M
Immortals,110,6.0,$83.50M
EastEnders,30,4.9,"6,969"
Hit the Deck,112,6.6,631
Bridget Jones's Diary,97,6.7,$71.54M
Lucía y el sexo,128,7.2,$1.49M
The Birds,119,7.7,$11.40M
Never Been Kissed,107,6.1,$55.47M
Punch-Drunk Love,95,7.3,$17.84M
(500) Days of Summer,95,7.7,$32.39M
iCarly,30,6.6,"28,956"
Revolutionary Road,119,7.3,$22.91M
Pocahontas,81,6.7,$141.60M
Serena,109,5.4,$0.18M
McLeod's Daughters,45,7.2,"4,211"
From Here to Eternity,118,7.7,$30.50M
The Wonder Years,22,8.3,"31,885"
Young and Beautiful,95,6.8,$0.05M
Bedtime Stories,99,6.1,$110.10M
Little,109,5.3,$40.67M
Dangerous Liaisons,119,7.6,$34.70M
The Haves and the Have Nots,42,6.0,"2,484"
Further Tales of the City,180,7.9,885
Grease 2,115,4.3,$15.17M
She's the Man,105,6.4,$2.34M
An Officer and a Gentleman,124,7.0,$129.80M
The Twilight Saga: Breaking Dawn - Part 1,117,4.9,$281.29M
The Cosby Show,30,7.4,"29,118"
The Practice,60,7.7,"7,059"
Lars and the Real Girl,106,7.3,$5.97M
Forever My Girl,108,6.7,$16.38M
One Day,107,7.0,$13.84M
"Juliet, Naked",97,6.6,$3.44M
Last Christmas,,,
Lolita,153,7.6,$9.25M
Groundhog Day,101,8.0,$70.91M
She's All That,95,5.9,$63.37M
The Secret Life of the American Teenager,43,5.1,"18,650"
The Amazing World of Gumball,11,8.2,"16,198"
The Terminal,128,7.3,$77.87M
A Knight's Tale,132,6.9,$56.57M
Indecent Proposal,117,5.9,$106.61M
Breakfast at Tiffany's,115,7.7,"151,823"
Pretty in Pink,97,6.8,$40.47M
Vanilla Sky,136,6.9,$100.61M
Ghost,127,7.0,$217.63M
About a Boy,101,7.1,$41.39M
Secretary,107,7.0,$4.06M
Carol,118,7.2,$12.71M
Focus,105,6.6,$53.86M
The Borgias,50,7.9,"45,279"
The Twilight Saga: New Moon,130,4.7,$296.62M
Newness,117,6.4,"9,478"
You're the Worst,30,8.1,"21,003"
Original Sin,116,6.0,$16.25M
You Me Her,28,7.0,"6,791"
The Twilight Saga: Eclipse,124,5.0,$300.53M
The Reader,124,7.6,$34.19M
Hugo,126,7.5,$73.86M
Private Practice,60,6.7,"20,671"
Sense and Sensibility,136,7.7,$43.18M
Dick Tracy,105,6.1,$103.74M
The Hours,110,7.6,$41.68M
The Sweetest Thing,88,5.1,$24.72M
Leaving Las Vegas,111,7.5,$31.97M
Every Day,97,6.4,$6.10M
Set It Up,105,6.5,"32,632"
The Sun Is Also a Star,100,5.5,$4.95M
A Star Is Born,154,7.7,$14.93M
Beauty and the Beast,60,7.2,"33,399"
Enchanted,107,7.1,$127.81M
Up in the Air,109,7.4,$83.82M
Hampstead,102,5.9,$0.03M
Footloose,107,6.5,$80.04M
The Sisterhood of the Traveling Pants,119,6.5,$39.01M
Anna Karenina,129,6.6,$12.82M
Sword Art Online,24,7.7,"29,715"
The Other Woman,109,6.0,$83.91M
Brooklyn,117,7.5,$38.32M
Some Like It Hot,121,8.2,$25.00M
My Mad Fat Diary,47,8.4,"13,877"
Sex Drive,109,6.5,$8.40M
Bombshell,96,7.3,"2,068"
Zimna wojna,89,7.6,$4.57M
The Wraith,93,5.9,$3.50M
When in Rome,91,5.6,$32.67M
Student of the Year 2,145,2.1,$0.78M
Four Weddings and a Funeral,117,7.1,$52.70M
BH90210,,,
The Three Musketeers,110,5.8,$20.38M
The F Word,98,6.8,$3.45M
South Pacific,157,6.9,"7,388"
Sideways,127,7.5,$71.50M
Victorious,30,6.9,"17,014"
Remember Me,113,7.1,$19.07M
Swiss Army Man,97,7.0,$4.21M
My Days of Mercy,108,5.8,678
Queer as Folk,47,8.3,"17,635"
Beast,107,6.8,$0.80M
Coronation Street,30,5.7,"4,349"
The Bodyguard,129,6.2,$121.95M
He's Just Not That Into You,129,6.4,$93.95M
The English Patient,162,7.4,$78.65M
Alexander,175,5.6,$34.30M
Melrose Place,60,5.8,"10,119"
El secreto de sus ojos,129,8.2,$6.39M
Mr. Nobody,141,7.8,$0.00M
Ally McBeal,45,6.8,"27,888"
Step by Step,30,6.5,"11,235"
Cougar Town,22,7.0,"38,800"
Pompeii,105,5.5,$23.22M
High School Musical,98,5.4,"73,097"
The Wedding Date,90,6.1,$31.73M
Say Anything...,100,7.4,$20.78M
Kama Sutra: A Tale of Love,117,6.0,$4.11M
The Karate Kid,140,6.2,$176.59M
Robin Hood: Prince of Thieves,143,6.9,$165.50M
Sabrina,127,6.3,$53.67M
Rent,135,7.0,$29.08M
Cashback,102,7.2,$0.02M
The Light Between Oceans,133,7.2,$12.55M
We Are Your Friends,96,6.2,$3.59M
Nine 1/2 Weeks,117,5.9,$6.73M
Zack and Miri Make a Porno,101,6.6,$31.46M
Youngblood,110,6.1,$15.45M
Neighbours,22,5.6,"4,385"
Body Heat,113,7.4,$24.06M
Sex Tape,94,5.1,$38.54M
Flashdance,95,6.2,$94.90M
Tell Me You Love Me,60,7.4,"3,184"
Zero,164,5.7,"20,339"
Adventures in Babysitting,102,6.9,$34.37M
Joey,22,6.0,"39,213"
If I Stay,107,6.8,$50.47M
IO,96,4.7,"24,868"
I Origins,106,7.4,$0.33M
Shakespeare in Love,123,7.1,$100.32M
The Night Shift,42,7.4,"9,765"
Safe Haven,115,6.7,$71.35M
Leap Year,100,6.5,$25.92M
Moonstruck,102,7.1,$80.64M
Father of the Bride,92,7.2,"9,242"
Across the Universe,133,7.4,$24.34M
Awkward.,22,7.6,"40,948"
Meet the Fockers,115,6.3,$279.26M
My Girl,102,6.9,$59.85M
Broken Flowers,106,7.2,$13.74M
L'amica geniale,50,8.6,"4,497"
Time Freak,104,5.8,"3,629"
Diario de una ninfómana,101,5.8,"9,629"
Vicky Cristina Barcelona,96,7.1,$23.22M
Seven Pounds,123,7.6,$69.95M
Tootsie,116,7.4,$177.20M
John Tucker Must Die,89,5.8,$41.01M
Bound,109,7.4,$3.80M
Just One of the Guys,90,6.5,$11.50M
A Cinderella Story,95,5.9,$51.44M
Coyote Ugly,100,5.7,$60.79M
Vita & Virginia,110,5.2,232
Much Ado About Nothing,111,7.4,$22.55M
Popeye,114,5.2,$49.82M
Erkenci Kus,120,7.7,"2,589"
Zookeeper,102,5.2,$80.36M
Something's Gotta Give,128,6.7,$124.73M
Sweet Home Alabama,108,6.2,$127.22M
Better Off Dead...,97,7.2,$10.30M
Ella Enchanted,96,6.3,$22.92M
Aladdin,30,7.3,"8,180"
Mystic Pizza,104,6.3,$12.79M
The Loft,108,6.3,$5.98M
Sleeping with Other People,101,6.5,$0.81M
A Bronx Tale,121,7.8,$17.27M
The Inspector Lynley Mysteries,90,7.4,"3,703"
Streets of Fire,93,6.8,$8.09M
Deep Impact,120,6.2,$140.46M
Young & Hungry,22,7.4,"12,859"
Doubles vies,108,6.7,$0.63M
Chasing Liberty,101,6.1,$12.19M
Aloha,105,5.4,$20.99M
Bride Wars,89,5.5,$58.72M
Splash,111,6.2,$62.10M
MacGruber,90,5.5,$8.46M
Can't Buy Me Love,94,6.8,$31.62M
The Taming of the Shrew,122,7.2,$8.00M
Pal Joey,111,6.8,"4,238"
Cinderela Pop,95,4.6,134
Shadaa,128,7.5,136
Spartacus: Gods of the Arena,55,8.5,"115,875"
Footloose,113,5.9,$51.80M
Happy Endings,22,7.7,"32,547"
Låt den rätte komma in,114,7.9,$2.12M
A Walk in the Clouds,102,6.7,$50.01M
Only Angels Have Wings,121,7.7,"11,065"
Excalibur,140,7.4,$34.97M
Bridget Jones's Baby,123,6.5,$24.25M
P.S. I Love You,126,7.1,$53.70M
The Thorn Birds,460,8.0,"7,353"
10,122,6.1,$74.87M
Faa yeung nin wa,98,8.1,$2.73M
Annie Hall,93,8.0,$39.20M
Cold Mountain,154,7.2,$95.64M
Descendants 2,111,6.6,"5,180"
Insecure,30,7.8,"9,134"
The Avengers,60,8.3,"5,890"
Tulip Fever,105,6.2,$2.43M
The Big Wedding,89,5.6,$21.78M
The Other Boleyn Girl,115,6.7,$26.81M
Wo hu cang long,120,7.9,$128.08M
Pushing Daisies,44,8.4,"51,337"
When We First Met,97,6.4,"35,035"
Little Shop of Horrors,94,7.0,$38.75M
Mischief,93,6.6,$8.69M
Snow White and the Seven Dwarfs,83,7.6,$184.93M
Portrait de la jeune fille en feu,119,8.5,320
Rules of Engagement,22,7.3,"30,030"
All My Children,60,6.7,"2,318"
Finding Steve McQueen,91,6.3,"1,348"
"Everything, Everything",96,6.4,$34.00M
Fallen,91,5.5,"11,765"
Meet the Parents,108,7.0,$166.24M
Naked Attraction,60,5.5,404
Little Children,136,7.5,$5.46M
How to Lose a Guy in 10 Days,116,6.4,$105.81M
Dark Shadows,30,8.0,"3,416"
Running for Grace,110,6.1,$0.09M
The Best of Me,118,6.7,$26.76M
Cleopatra,192,7.0,$57.78M
Howard the Duck,110,4.6,$16.30M
The Three Musketeers,105,6.4,$53.90M
The Last Song,107,6.0,$62.95M
Collateral Beauty,97,6.8,$30.98M
Beautiful Creatures,124,6.2,$19.45M
Overboard,106,6.9,$26.71M
Back to School,96,6.6,$91.26M
A Ghost Story,92,6.8,$1.60M
The Longest Ride,123,7.1,$37.43M
That Awkward Moment,94,6.2,$26.05M
Aquamarine,104,5.4,$18.60M
Before Sunset,80,8.1,$5.79M
Valentine's Day,125,5.7,$110.49M
27 Dresses,111,6.1,$76.81M
The Lion King II: Simba's Pride,81,6.5,"53,412"
Wedding March 5: My Boyfriend's Back,120,6.3,172
Mother's Day,118,5.7,$32.46M
Ultimo tango a Parigi,129,7.1,$36.14M
Romancing the Stone,106,6.9,$76.57M
My Best Friend's Wedding,105,6.3,$127.12M
Hot Summer Nights,107,6.4,"7,889"
Sherlock Gnomes,86,5.1,$43.24M
The Giver,97,6.5,$45.09M
Mary Shelley,120,6.4,$0.10M
Miss Congeniality,109,6.2,$106.81M
Memoirs of a Geisha,145,7.4,$57.49M
Match Point,124,7.6,$23.09M
Warm Bodies,98,6.9,$66.38M
Spanglish,131,6.4,$42.04M
Highlander,60,7.3,"12,313"
The Hunchback of Notre Dame,91,6.9,$100.14M
Sierra Burgess Is a Loser,105,5.9,"27,400"
Da Vinci's Demons,59,8.0,"70,059"
The Mask of Zorro,136,6.7,$94.10M
Practical Magic,104,6.2,$46.68M
Hairspray,92,7.0,$6.67M
A Princess for Christmas,91,6.5,"6,012"
Habitación en Roma,107,6.2,"20,519"
"Definitely, Maybe",112,7.2,$31.97M
Yes Man,104,6.8,$97.69M
High School DxD,23,7.7,"4,974"
Spring,109,6.7,$0.05M
Cinderella,74,7.3,$85.00M
Notebook,115,6.7,822
Never Let Me Go,103,7.1,$2.43M
Youth,124,7.3,$2.70M
Life as We Know It,114,6.6,$53.37M
Robin Hood: Men in Tights,104,6.7,$35.74M
Ibiza,94,5.2,"12,823"
Mako Mermaids,30,7.1,"2,725"
Troy: Fall of a City,60,3.8,"10,150"
Sophie's Choice,150,7.6,$30.04M
The Piano,121,7.6,$40.16M
The Heartbreak Kid,116,5.8,$36.79M
Freaky Friday,97,6.2,$110.23M
Made in Heaven,50,8.4,"4,668"
Steins;Gate,24,8.7,"33,330"
The Mountain Between Us,112,6.4,$30.35M
Marie Antoinette,123,6.4,$15.96M
A Good Year,117,7.0,$7.46M
Buffalo '66,110,7.5,$2.38M
Bad Teacher,92,5.7,$100.29M
Monster's Ball,111,7.1,$31.25M
Tate no Yuusha no Nariagari,24,8.2,"1,462"
The Layover,88,4.7,"10,281"
Step Up,104,6.6,$65.33M
The Illusionist,110,7.6,$39.87M
The Bounty Hunter,110,5.6,$67.06M
The Titan,97,4.8,"24,036"
The Adjustment Bureau,106,7.1,$62.50M
How to Be Single,110,6.1,$46.81M
Sleepless in Seattle,105,6.8,$126.53M
Cactus Flower,103,7.2,$25.89M
When Harry Met Sally...,95,7.6,$92.82M
Singin' in the Rain,103,8.3,$8.82M
Playing It Cool,94,6.0,"23,220"
Quigley Down Under,119,6.9,$21.41M
Mr. Right,95,6.3,$0.03M
De De Pyaar De,135,7.0,$0.43M
Chloe,96,6.3,$3.07M
Out of Africa,161,7.2,$87.10M
Doctor Zhivago,197,8.0,$111.72M
Good Luck Chuck,96,5.6,$34.93M
Before We Go,95,6.8,$0.04M
Drop Dead Gorgeous,97,6.6,$10.56M
Amar,105,5.3,"2,562"
Mortdecai,107,5.5,$7.61M
The Book of Life,95,7.3,$50.15M
Before Midnight,109,7.9,$8.11M
Can't Hardly Wait,100,6.5,$25.34M
Julie & Julia,118,7.0,$94.13M
Behind the Candelabra,118,7.0,"37,941"
Emmerdale Farm,30,4.9,"2,535"
Anastasia,94,7.1,$58.41M
Wedding at Graceland,120,6.2,222
Lark Rise to Candleford,53,8.1,"5,783"
Mallrats,94,7.2,$2.12M
Color of Night,121,5.1,$19.72M
Looking,30,8.2,"14,257"
Hart to Hart,60,6.7,"5,145"
What Women Want,127,6.4,$182.81M
The Jungle Book,111,6.0,$44.34M
Melissa & Joey,30,7.0,"16,765"
Eat Pray Love,133,5.8,$80.57M
The Life Aquatic with Steve Zissou,119,7.3,$24.01M
The Vow,104,6.8,$125.01M
Bend It Like Beckham,112,6.7,$32.54M
Pride,119,7.8,"46,714"
Father of the Bride,105,6.5,$89.33M
You Get Me,89,4.7,"9,592"
Well-Intended Love,45,7.6,205
The Love Witch,120,6.2,$0.23M
Picnic at Hanging Rock,51,6.2,"2,681"
Flipped,90,7.7,$1.75M
My Big Fat Greek Wedding,95,6.6,$241.44M
The Pillars of the Earth,60,8.1,"26,688"
Baby Daddy,22,7.4,"17,834"
Patch Adams,115,6.8,$135.03M
Mr. Deeds,96,5.8,$126.29M
This Means War,103,6.3,$54.76M
Norbit,102,4.0,$95.67M
Hercules: The Legendary Journeys,44,6.5,"25,307"
The Crying Game,112,7.3,$62.55M
To Catch a Thief,106,7.5,$8.75M
