title,runtime,rating,profit
Despicable Me 2,98,7.4,$368.06M
The Venture Bros.,22,8.5,"21,990"
Monsters vs. Aliens,94,6.5,$198.35M
Hotel Transylvania 2,89,6.7,$169.70M
Sesame Street,55,8.2,"10,724"
Rio,96,6.9,$143.62M
Teen Titans Go!,10,5.1,"14,922"
Toy Story of Terror,22,7.6,"11,678"
Puppy Dog Pals,24,7.3,494
Toy Story That Time Forgot,22,7.2,"8,196"
Mob Psycho 100,24,8.3,"6,788"
A Monster Calls,108,7.5,$3.73M
Avengers Assemble,23,7.0,"5,866"
Minions,91,6.4,$336.05M
The Iron Giant,86,8.0,$23.16M
Kubo and the Two Strings,101,7.8,$48.02M
The AristoCats,78,7.1,$37.68M
Soul,,,
Hagane no renkinjutsushi,24,8.6,"55,215"
PÃ¢fekuto burÃ»,81,7.9,$0.44M
Osmosis Jones,95,6.3,$13.60M
Peter Pan,77,7.3,$87.40M
Chicken Little,81,5.8,$135.39M
9,79,7.1,$31.74M
Robin Hood,83,7.6,$32.06M
Sleeping Beauty,75,7.3,$51.60M
Rise of the Guardians,97,7.3,$103.41M
Moominvalley,22,7.3,266Moominvalley,22,7.3,266Moominvalley,22,7.3,266
The Secret of NIMH,82,7.6,$10.14M
The Lorax,86,6.4,$214.03M
Killer Bean Forever,85,6.4,"1,511"
Heavy Metal,86,6.7,"28,416"
Peppa Pig,9,6.3,"2,733"
A Goofy Movie,78,6.8,$35.35M
We Bare Bears,30,8.0,"8,861"
Fruits Basket,23,8.3,246
Shrek Forever After,93,6.3,$238.37M
She-Ra and the Princesses of Power,30,7.1,"3,860"
Teen Titans,30,7.8,"23,292"
Dinosaur,82,6.5,$137.75M
The Road to El Dorado,89,6.9,$50.86M
Anomalisa,90,7.3,$3.76M
Chicken Run,84,7.0,$106.83M
Pink Floyd: The Wall,95,8.0,$22.24M
The Land Before Time,69,7.4,$48.09M
Pachamama,72,6.8,223
The Simpsons Movie,87,7.3,$183.14M
Garfield,80,5.0,$75.37M
Ninjago: Masters of Spinjitzu,30,6.7,"2,131"
Gintama,,8.6,"4,636"
Happy Feet,108,6.5,$198.00M
Rio 2,101,6.3,$131.54M
Sgt. Stubby: An American Hero,84,6.9,$3.14M
The Fairly OddParents,30,7.2,"29,164"
Spider-Man,23,8.3,"23,185"
The Croods 2,,,
Guardians of the Galaxy,22,7.4,"2,345"
Corpse Bride,77,7.4,$53.36M
Boku dake ga inai machi,30,8.5,"16,949"
Majo no takkyûbin,103,7.9,"99,634"
Alice in Wonderland,75,7.4,"116,856"
Dora the Explorer,30,4.0,"4,529"
Kaze no tani no Naushika,117,8.1,$0.50M
Tenkû no shiro Rapyuta,125,8.1,"128,417"
Voltron: Legendary Defender,23,8.2,"6,622"
One Hundred and One Dalmatians,79,7.3,$144.88M
Next Gen,106,6.6,"10,877"
Sing 2,,,
Paradise PD,28,7.0,"8,109"
Tangled: The Series,21,7.6,"1,236"
Boku no Hero Academia the Movie,96,7.8,$5.75M
Pinocchio,88,7.5,$84.25M
The Black Cauldron,80,6.5,$21.29M
Song of the Sea,93,8.1,$0.86M
Dragons: Race to the Edge,22,8.3,"3,778"
Dragon Ball,24,8.5,"47,268"
Antz,83,6.6,$90.76M
Legend of the Guardians: The Owls of Ga'Hoole,97,7.0,$55.68M
T.O.T.S.,,8.6,14
Lady and the Tramp,76,7.3,$93.60M
Violet Evergarden,24,8.5,"5,650"
Lady and the Tramp,,,
Gnomeo & Juliet,84,6.0,$99.97M
Mirai no Mirai,98,7.1,$0.81M
Weathering With You,,,
Gekijô-ban poketto monsutâ - Myûtsû no gyakushû,96,6.1,$85.74M
Undone,,,
Mary and Max,92,8.1,"151,290"
The Boss Baby: Back in Business,25,6.4,"1,388"
Flushed Away,85,6.6,$64.67M
Sofia the First,30,7.0,"1,889"
Watership Down,91,7.7,"31,007"
Rugrats,30,7.5,"28,848"
Reign of the Supermen,87,6.8,"6,974"
Animals.,30,7.2,"2,972"
The Lion Guard,30,6.7,"1,140"
The Polar Express,100,6.6,$183.37M
Untitled 'Shrek' Reboot,,,
Justice League vs. the Fatal Five,77,6.5,"3,872"
Thunderbirds Are Go,22,6.9,"1,309"
Cloudy with a Chance of Meatballs 2,95,6.4,$119.79M
Early Man,89,6.1,$8.27M
Papurika,90,7.7,$0.88M
Adam Ruins Everything,30,8.2,"5,308"
Oliver & Company,74,6.7,$74.15M
FernGully: The Last Rainforest,76,6.5,$24.65M
Final Fantasy: The Spirits Within,106,6.4,$32.13M
Baki,45,6.7,"1,562"
Spirit: Stallion of the Cimarron,83,7.1,$73.28M
Kenpû denki beruseruku,22,8.5,"23,982"
The SpongeBob SquarePants Movie,87,7.1,$85.42M
Epic,102,6.7,$107.52M
Monsters at Work,,,
Meitantei Conan,25,8.4,"9,490"
Alvin and the Chipmunks,92,5.2,$217.33M
Mulan II,79,5.8,"19,041"
The SpongeBob Movie: Sponge Out of Water,92,6.0,$162.99M
Justice League,22,8.6,"36,810"
Home,94,6.6,$177.40M
Gojira: hoshi wo kû mono,91,4.9,"2,541"
Our Cartoon President,30,5.1,"2,518"
Batman: The Killing Joke,76,6.5,$3.78M
My Little Pony: The Movie,99,6.1,$21.89M
Scooby-Doo and Guess Who?,,9.5,23
Daria,30,8.1,"21,643"
Brother Bear,85,6.8,$85.34M
Alvin and the Chipmunks: The Road Chip,92,5.1,$85.89M
Kaze tachinu,126,7.8,$5.21M
Code Geass: Fukkatsu No Lelouch,112,7.9,$0.52M
Ratatoing,44,1.5,"1,038"
Waking Life,99,7.8,$2.89M
Kari-gurashi no Arietti,94,7.6,$19.20M
Cool World,102,4.8,$14.11M
Blue's Clues,25,6.8,"3,889"
Vampirina,25,7.3,419
Puss in Boots,90,6.6,$149.26M
Ben 10,22,7.2,"10,126"
Harley Quinn,,,
Teenage Mutant Ninja Turtles,24,7.9,"7,469"
Shigatsu wa kimi no uso,23,8.2,"9,501"
Bambi,70,7.3,$102.80M
The Curse of the Were-Rabbit,85,7.5,$56.11M
Titan A.E.,94,6.6,$22.75M
Minions: The Rise of Gru,,,
Captain Underpants: The First Epic Movie,89,6.2,$73.92M
Horton Hears a Who!,86,6.8,$154.53M
Hilda,24,8.7,"3,602"
Gargoyles,30,8.1,"12,590"
James and the Giant Peach,79,6.7,$28.93M
The Banana Splits Adventure Hour,60,7.4,"1,333"
Yu-Gi-Oh!,24,7.2,"16,124"
Big Hero 6: The Series,21,7.2,835
Godzilla: Monster Planet,89,6.0,"6,436"
Call of the Wild,,,
"South Park: Bigger, Longer & Uncut",81,7.8,$52.01M
Carmen Sandiego,22,8.0,"1,916"
Pete's Dragon,128,6.4,$40.10M
Ice Age: Continental Drift,88,6.6,$161.32M
TMNT,87,6.3,$54.15M
Woody Woodpecker,91,4.2,"2,734"
Re: Zero kara hajimeru isekai seikatsu,24,8.0,"5,618"
Batman Ninja,85,5.6,"14,076"
Total Drama Island,22,7.2,"6,969"
Ultraman,25,7.0,"1,036"
Kiseijû: Sei no kakuritsu,22,8.4,"17,305"
The Fox and the Hound,83,7.3,$63.46M
Tom and Jerry,,,
Justice League Unlimited,23,8.8,"6,098"
G-Force,88,5.1,$119.44M
Devilman: Crybaby,25,7.6,"7,637"
Surf's Up,85,6.7,$58.87M
The Smurfs,103,5.5,$142.61M
Penguins of Madagascar,92,6.7,$83.35M
The Lion King 1½,77,6.6,"32,176"
Goblin Slayer,30,7.7,"1,894"
An American Tail,80,6.9,$47.48M
Teenage Mutant Ninja Turtles,30,7.9,"27,952"
Overlord,30,7.8,"3,474"
Fantasia,125,7.8,$76.41M
The Rescuers,78,6.9,$71.22M
RWBY,13,8.0,"4,387"
Clifford the Big Red Dog,,,
Star Wars: Resistance,30,4.9,"2,204"
Men in Black: The Series,25,6.8,"2,849"
Bedknobs and Broomsticks,117,7.1,$18.53M
Inuyasha,24,7.9,"13,124"
Le Petit Prince,108,7.7,$1.34M
Gen: Lock,30,7.8,650
Planes,91,5.7,$90.29M
Byôsoku 5 senchimêtoru,63,7.7,"44,003"
Gantz: O,95,7.2,"9,066"
Turbo,96,6.4,$83.03M
Akame ga Kill!,24,7.9,"11,269"
Starship Troopers: Traitor of Mars,88,5.5,"4,316"
Looney Tunes: Back in Action,91,5.7,$20.99M
Super Dragon Ball Heroes,10,7.5,"1,031"
Bungou Stray Dogs,24,7.5,"1,408"
Ansatsu kyôshitsu,23,8.0,"4,642"
Aladin,64,4.9,57
Tokyo Ghoul: re,24,7.2,"3,165"
"Scooby Doo, Where Are You!",60,7.9,"26,668"
Open Season,86,6.1,$85.11M
3Below: Tales of Arcadia,24,7.9,"1,963"
The Cleveland Show,22,5.6,"36,750"
Koto no ha no niwa,46,7.6,"25,851"
The Brave Little Toaster,90,7.3,"22,293"
Scooby-Doo on Zombie Island,77,7.8,"9,398"
Beavis and Butt-Head,15,7.5,"25,533"
Invincible,,,
The Death of Superman,81,7.4,"9,060"
Ice Age: Dawn of the Dinosaurs,94,7.0,$196.57M
Aqua Teen Hunger Force,15,7.7,"21,347"
Kiru ra kiru: KILL la KILL,25,7.9,"8,458"
The Little Mermaid II: Return to the Sea,75,5.6,"15,347"
Hoodwinked!,80,6.5,$51.39M
Blazing Samurai,,,
The Lord of the Rings,132,6.2,$0.92M
Norm of the North: Keys to the Kingdom,91,3.4,400
All Dogs Go to Heaven,84,6.7,$27.10M
Nande Koko ni Sensei ga!?,12,6.7,115
Samurai chanpurû,24,8.6,"34,709"
Danny Phantom,30,7.1,"13,173"
Thomas the Tank Engine & Friends,11,6.7,"3,007"
Disenchanted,,,
Red Shoes and the Seven Dwarfs,,,
Arthur,30,7.4,"10,875"
Smurfs: The Lost Village,90,6.0,$45.02M
Sailor Moon,24,7.7,"10,752"
Justice League Dark,75,7.1,"17,033"
Ultimate Spider-Man,23,7.2,"9,235"
Monster,24,8.7,"16,337"
Hotel Transylvania 4,,,
Fainaru fantajî sebun adobento chirudoren,101,7.3,"53,330"
Food Wars: Shokugeki no Soma,24,8.3,"3,740"
Suicide Squad: Hell to Pay,86,7.0,"7,821"
The Rescuers Down Under,77,6.9,$27.93M
Quest for Camelot,86,6.3,$22.72M
The Powerpuff Girls,30,7.3,"32,932"
Dragon Ball Z: Doragon bôru zetto,24,8.7,"58,651"
Batman: Gotham by Gaslight,78,6.8,"10,597"
Sinbad: Legend of the Seven Seas,86,6.7,$26.48M
Batman Beyond,23,8.1,"21,799"
Jûbê ninpûchô,94,7.9,"31,686"
Kim Possible,30,7.2,"20,610"
The Pagemaster,80,6.0,$56.30M
The Sword in the Stone,79,7.2,$22.18M
Mimi wo sumaseba,111,8.0,"40,720"
Hey Arnold!,15,7.7,"27,757"
Arctic Justice,,,
Batman and Harley Quinn,74,5.9,"9,311"
DuckTales,23,8.1,"26,563"
Stuart Little 2,77,5.5,$64.96M
Small Fry,7,7.1,"4,546"
Big City Greens,22,6.8,388
ParaNorman,92,7.0,$56.00M
The Flintstones,30,7.5,"29,737"
Winx Club,25,5.9,"3,083"
Ice Age: The Meltdown,91,6.8,$195.33M
Toki o kakeru shôjo,98,7.8,"52,676"
Kingsglaive: Final Fantasy XV,110,6.8,$0.23M
Batman: Mask of the Phantasm,76,7.9,$5.62M
Song of the South,94,7.3,$63.72M
Noragami,24,7.9,"7,979"
Courage the Cowardly Dog,11,8.3,"33,255"
The Animatrix,100,7.4,"67,911"
The Breadwinner,94,7.7,$0.31M
Meitantei Conan: Konjo no fisuto,,6.8,129
Sayonara no asa ni yakusoku no hana o kazarô,115,7.4,"2,097"
Kuroshitsuji,24,7.8,"5,438"
He-Man and the Masters of the Universe,30,7.5,"14,714"
Alvin and the Chipmunks: The Squeakquel,88,4.5,$219.61M
Mr. Pickles,15,7.4,"5,615"
Fire and Ice,81,6.6,$0.76M
Si shi qing chun,74,6.5,"3,312"
Meari to majo no hana,103,6.8,$2.42M
Mr. Peabody & Sherman,92,6.8,$111.51M
Bluey,,9.5,336
"Batman: The Dark Knight Returns, Part 1",76,8.1,"47,357"
It's a Wonderful Sponge,,,
Psycho-Pass,25,8.2,"12,627"
Frankenweenie,87,7.0,$35.29M
Spirit Riding Free,23,6.4,633
Mickey Mouse Clubhouse,30,5.9,"1,988"
Angry Birds Toons,3,6.3,539
The Seven Deadly Sins: Prisoners of the Sky,99,7.2,"1,906"
PJ Masks,24,6.1,571
Spawn,30,8.1,"6,715"
Erufen rîto,24,8.0,"26,749"
Trailer Park Boys: The Animated Series,25,7.8,"1,045"
Foodfight!,91,1.9,"8,325"
Hop,95,5.4,$108.09M
Fate/Zero,24,8.3,"7,941"
The Great Mouse Detective,74,7.2,$38.60M
The Last Unicorn,92,7.5,$6.46M
Scooby-Doo! Mystery Incorporated,23,8.0,"6,839"
The Smurfs 2,105,5.4,$71.02M
The Batman,30,7.3,"8,754"
X-Men: Evolution,23,7.9,"9,239"
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,24,7.5,"2,944"
Ookami kodomo no Ame to Yuki,117,8.1,"31,823"
Happy Feet Two,100,5.9,$64.01M
Kono subarashî sekai ni shukufuku o!,24,7.8,"3,061"
The Adventures of Jimmy Neutron: Boy Genius,24,6.7,"14,637"
La planète sauvage,72,7.8,"20,499"
Teen Titans: The Judas Contract,84,7.0,"9,623"
Balto,78,7.1,$11.27M
Recess,23,7.9,"20,015"
The Peanuts Movie,88,7.1,$130.18M
Kurenai no buta,94,7.8,"61,927"
The Transformers: The Movie,84,7.3,$5.85M
Barnyard,90,5.6,$72.78M
Milo Murphy's Law,12,7.6,"1,315"
Brickleberry,22,7.3,"11,556"
The Little Mermaid: Ariel's Beginning,77,6.4,"7,236"
Red vs. Blue,6,8.4,"8,540"
Tengen toppa gurren lagann,24,8.3,"12,225"
Elena of Avalor,24,6.5,858
Planet 51,91,6.1,$42.09M
Hawaiian Vacation,6,7.4,"6,339"
The New Batman Adventures,30,8.5,"12,024"
The Pirates! In an Adventure with Scientists!,88,6.7,$31.05M
Bubble Guppies,24,6.7,944
Pinocchio,,,
That Time I Got Reincarnated as a Slime,25,8.1,"1,387"
The Shivering Truth,11,7.9,562
Rock Dog,90,5.9,$9.40M
Wizards,80,6.5,$9.00M
The Boxtrolls,96,6.8,$50.84M
The Incredible Mr. Limpet,99,6.5,"4,465"
Made in Abyss,325,8.5,"3,343"
The Ren & Stimpy Show,30,7.5,"19,416"
Daniel Tiger's Neighborhood,26,7.5,700
Batman: Under the Red Hood,75,8.1,"49,013"
Planes: Fire & Rescue,83,6.0,$59.17M
Haikyuu!!,24,8.7,"3,849"
Yogi Bear,80,4.6,$100.25M
The Real Ghost Busters,30,7.6,"7,673"
The Ark and the Aardvark,,,
Arthur et les Minimoys,94,6.0,$15.13M
The One and Only Ivan,,,
A Christmas Carol,96,6.8,$137.86M
Ben 10: Alien Force,22,7.1,"5,117"
Fraggle Rock,30,7.9,"6,199"
Dragon Ball: Doragon bôru,24,8.5,"41,148"
Trolls: The Beat Goes On!,25,5.9,463
Kaguyahime no monogatari,137,8.0,$1.51M
The Magic School Bus,30,7.9,"7,162"
Funan,84,7.0,$0.01M
"Ed, Edd n Eddy",30,7.5,"29,397"
Hellsing Ultimate,50,8.3,"17,086"
Rise of the Teenage Mutant Ninja Turtles,22,5.4,"1,667"
Winnie the Pooh,63,7.2,$26.69M
Justice League: The Flashpoint Paradox,75,8.2,"37,942"
Shaun the Sheep Movie: Farmageddon,,,
Gakuen Mokushiroku: Highschool of the Dead,24,7.3,"9,348"
Teenage Mutant Ninja Turtles,30,7.7,"7,300"
Unikitty!,14,5.7,712
Game of Thrones Conquest & Rebellion: An Animated History of the Seven Kingdoms,45,7.7,801
Shinmai Maou no Testament,24,6.8,992
The Tale of Despereaux,93,6.1,$50.88M
Human Discoveries,,,
Villainous,3,7.8,126
Dayu haitang,100,7.1,"3,331"
Yellow Submarine,90,7.4,$0.99M
Zeffirelli's Inferno,8,8.1,9
Invader ZIM,24,8.3,"17,739"
Persepolis,96,8.1,$4.45M
Carole and Tuesday,,8.1,131
Constantine City of Demons: The Movie,90,7.5,"1,775"
The Star,86,6.1,$40.85M
Fancy Nancy,22,5.5,135
Yu Yu Hakusho,24,8.4,"10,041"
Gekijouban Poketto monsutâ: Kimi ni kimeta!,98,6.4,$2.40M
Hotarubi no mori e,45,7.9,"10,295"
Fritz the Cat,78,6.3,$25.00M
Omoide no Mânî,103,7.7,$0.77M
Beruseruku,24,7.0,"3,385"
Ask the StoryBots,24,7.8,448
Seishun Buta Yaro wa Bunny Girl-senpai no Yume wo Minai,24,8.0,"1,198"
Neko no ongaeshi,75,7.3,"39,516"
Transformers,30,8.0,"18,919"
Steins;Gate 0,30,8.3,"2,489"
Inception: The Cobol Job,15,7.8,"1,401"
Mirai nikki,25,7.7,"11,628"
Animaniacs,21,7.9,"19,296"
The Haunted World of El Superbeasto,77,6.0,"6,747"
Green Eggs and Ham,,,
Cowboy Bebop: Tengoku no tobira,115,7.9,$1.00M
Mutafukaz,94,6.7,$0.23M
Spider-Man,21,6.3,"1,141"
Afro Samurai,26,7.7,"13,743"
Rock-A-Doodle,77,6.0,$11.66M
"Batman: The Dark Knight Returns, Part 2",76,8.4,"40,825"
Charlotte's Web,94,6.9,$5.23M
Return to Never Land,72,5.8,$48.43M
The Many Adventures of Winnie the Pooh,74,7.6,"29,749"
Thumbelina,86,6.4,$11.37M
Bob the Builder,10,5.4,"3,280"
Trover Saves the Universe,,8.9,30
The Secret of Kells,71,7.7,$0.69M
Norm of the North,90,3.6,$17.02M
Beavis and Butt-Head Do America,81,6.8,$63.07M
Alvinnn!!! And the Chipmunks,11,4.9,915
Camp Camp,11,8.0,809
Dragon Ball Kai: Doragon bôru kai,24,8.3,"18,425"
DARLING in the FRANXX,24,7.3,"2,063"
"No Game, No Life",23,7.9,"8,171"
Transformers Prime,30,7.9,"4,699"
Gnome Alone,85,5.7,"1,813"
Kangoku gakuen,24,7.7,"2,595"
Rilakkuma to Kaorusan,12,8.6,738
Black Lagoon,25,8.0,"9,728"
We're Back! A Dinosaur's Story,72,6.1,$9.32M
Outlander,68,,
The Hobbit,77,6.8,"11,584"
Doc McStuffins,11,6.7,"1,597"
Norm of the North: King Sized Adventure,90,3.6,60
Gedo senki,115,6.5,$0.05M
Shin seiki Evangelion Gekijô-ban: Shito shinsei,101,7.6,"9,617"
Wish Dragon,,,
Dragons: Riders of Berk,22,8.0,"8,646"
Dexter's Laboratory,23,7.9,"38,881"
Batman: Assault on Arkham,76,7.5,"27,822"
