title,runtime,rating,profit
The Jungle Book,106,7.4,$364.00M
Smallville,60,7.5,"109,186"
The Peanut Butter Falcon,93,7.0,159
Crawl,87,,
The Orville,44,8.0,"49,733"
Inception,148,8.8,$292.58M
Spartacus: Blood and Sand,55,8.5,"206,290"
Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn),,,
The Lord of the Rings: The Fellowship of the Ring,178,8.8,$315.54M
Chef,114,7.3,$30.64M
Escape Room,99,6.4,$57.01M
Fast & Furious 9,,,
Inglourious Basterds,153,8.3,$120.54M
Captain America: The First Avenger,124,6.9,$176.65M
Triple Frontier,125,6.5,"74,206"
Avatar,162,7.8,$760.51M
Jurassic World: Fallen Kingdom,128,6.2,$417.72M
Fantastic Beasts: The Crimes of Grindelwald,134,6.6,$159.56M
Aladdin,90,8.0,$217.35M
The Magnificent Seven,132,6.9,$93.43M
High Life,113,6.0,$1.23M
Then Came You,97,7.0,"4,001"
X: First Class,131,7.7,$146.41M
Godzilla,123,6.4,$200.68M
Thor,115,7.0,$181.03M
The Predator,107,5.4,$51.02M
Jurassic Park,127,8.1,$402.45M
Stand by Me,89,8.1,$52.29M
Bond 25,,,
Gladiator,155,8.5,$187.71M
Solo: A Star Wars Story,135,7.0,$213.77M
Incredibles 2,118,7.7,$608.58M
Star Trek: Voyager,44,7.8,"51,483"
The Lego Movie 2: The Second Part,107,6.7,$105.81M
The Nutcracker and the Four Realms,99,5.5,$54.86M
Bumblebee,114,6.9,$127.20M
Star Trek: Deep Space Nine,45,7.9,"45,129"
Kingsman: The Secret Service,129,7.7,$128.26M
The Goonies,114,7.8,$61.50M
Jaws,124,8.0,$260.00M
Dune,,,
Kong: Skull Island,118,6.6,$168.05M
The Avengers,143,8.1,$623.36M
Spider-Man,121,7.3,$403.71M
Avatar: The Last Airbender,23,9.2,"192,842"
X-Men,104,7.4,$157.30M
Jumanji: Welcome to the Jungle,119,7.0,$404.52M
Legacies,45,7.5,"10,221"
Justice League,120,6.5,$229.02M
Mad Max: Fury Road,120,8.1,$154.06M
Annihilation,115,6.9,$32.73M
The Angry Birds Movie 2,,,
Black Sails,56,8.3,"82,435"
The Princess Bride,98,8.1,$30.86M
Avengers: Age of Ultron,141,7.3,$459.01M
The Hunger Games,142,7.2,$408.01M
Iron Man,126,7.9,$318.41M
The Witcher,60,,
Batman Begins,140,8.2,$206.85M
Descendants 3,,,
Robin Hood,116,5.3,$30.82M
Star Trek,50,8.3,"66,493"
The Detour,30,7.8,"4,962"
Overlord,110,6.7,$21.70M
The King's Man,,,
Captain America: Civil War,147,7.8,$408.08M
The Blues Brothers,133,7.9,$57.23M
Stargate SG-1,44,8.4,"77,814"
John Carter,132,6.6,$73.08M
The Revenant,156,8.0,$183.64M
Hellboy,120,5.4,$21.90M
Valerian and the City of a Thousand Planets,137,6.5,$41.19M
Wonder Woman,141,7.5,$412.56M
Dragged Across Concrete,159,7.0,"17,557"
The Dark Crystal: Age of Resistance,60,,
Mortal Engines,128,6.1,$15.95M
Bill & Ted's Excellent Adventure,90,6.9,$40.49M
Back to the Future,116,8.5,$210.61M
Star Wars: Episode VIII - The Last Jedi,152,7.1,$620.18M
San Andreas,114,6.1,$155.19M
Dora and the Lost City of Gold,,,
X-Men: The Last Stand,104,6.7,$234.36M
Into the Badlands,42,8.1,"36,133"
Preacher,60,8.1,"57,524"
Mulan,,,
Kingsman: The Golden Circle,141,6.8,$100.23M
The Shape of Water,123,7.3,$63.86M
Mile 22,94,6.1,$36.11M
The Dark Tower,95,5.7,$50.70M
Sonic the Hedgehog,,,
The Lord of the Rings: The Return of the King,201,8.9,$377.85M
Lost in Space,60,7.2,"50,874"
Coco,105,8.4,$209.73M
Sucker Punch,110,6.1,$36.39M
Captain America: The Winter Soldier,136,7.8,$259.77M
Wreck-It Ralph,101,7.7,$189.42M
Ant-Man and the Wasp,118,7.1,$216.65M
Transformers: The Last Knight,154,5.2,$130.17M
A Dog's Journey,109,7.3,$22.17M
Speed,116,7.2,$121.25M
Doctor Strange,115,7.5,$232.64M
Sen to Chihiro no kamikakushi,125,8.6,$10.06M
Harry Potter and the Goblet of Fire,157,7.7,$290.01M
Harry Potter and the Deathly Hallows: Part 2,130,8.1,$381.01M
Raiders of the Lost Ark,115,8.5,$248.16M
The End of the F***ing World,25,8.1,"93,815"
Power Rangers,124,6.0,$85.07M
Frozen,102,7.5,$400.74M
Transformers,144,7.1,$319.07M
Guardians of the Galaxy Vol. 3,,,
Batman,126,7.6,$251.19M
Hercules,93,7.3,$99.05M
Knightfall,60,6.7,"12,387"
The Fifth Element,126,7.7,$63.54M
Dune,137,6.6,$30.93M
Moana,107,7.6,$248.76M
Charlie and the Chocolate Factory,115,6.6,$206.46M
The Incredibles,115,8.0,$261.44M
Jurassic World,124,7.0,$652.27M
Arctic,98,6.9,$2.41M
Spider-Man 3,139,6.2,$336.53M
S.W.A.T.,43,6.8,"9,469"
Firefly,44,9.0,"226,904"
The Great Escape,172,8.2,$12.10M
The Tick,29,7.4,"12,531"
47 Meters Down: Uncaged,,,
Magnum P.I.,43,5.5,"5,651"
Merlin,45,7.9,"66,359"
X-Men Origins: Wolverine,107,6.6,$179.88M
Finding Nemo,100,8.1,$380.84M
Spaceballs,96,7.1,$38.12M
Clash of the Titans,106,5.8,$163.21M
Ratatouille,111,8.0,$206.45M
The Hobbit: An Unexpected Journey,169,7.9,$303.00M
Divergent,139,6.7,$150.95M
The Mummy,110,5.5,$80.10M
The Fate of the Furious,136,6.7,$226.01M
Battlestar Galactica,44,8.7,"141,729"
Maleficent: Mistress of Evil,,,
The Mummy,124,7.0,$155.25M
Star Wars,121,8.6,$322.74M
Pirates of the Caribbean: Dead Men Tell No Tales,129,6.6,$172.56M
A Series of Unfortunate Events,50,7.8,"47,166"
12 Monkeys,42,7.7,"35,872"
Fantastic Beasts and Where to Find Them,132,7.3,$234.04M
Onward,,,
Mission: Impossible - Rogue Nation,131,7.4,$195.04M
War of the Worlds,116,6.5,$234.28M
Colony,42,7.4,"25,131"
Black Widow,,,
Avatar 2,,,
Smallfoot,96,6.7,$83.24M
Skyscraper,102,5.8,$67.80M
The Martian,144,8.0,$228.43M
Pirates of the Caribbean: The Curse of the Black Pearl,143,8.0,$305.41M
The Space Between Us,120,6.4,$7.83M
Thor: The Dark World,112,6.9,$206.36M
Zombieland,88,7.6,$75.59M
The Grand Budapest Hotel,99,8.1,$59.10M
Untitled Jumanji: Welcome to the Jungle Sequel,,,
The Spy Who Dumped Me,117,6.0,$33.56M
Iron Man Three,130,7.2,$409.01M
The Legend of Tarzan,110,6.3,$126.64M
Van Helsing,131,6.1,$120.18M
Space Jam 2,,,
The Man Who Killed Hitler and Then The Bigfoot,98,5.6,"4,885"
Tomb Raider,119,6.3,$57.42M
Whiskey Cavalier,60,7.1,"6,168"
Batman v Superman: Dawn of Justice,151,6.5,$330.36M
Independence Day,145,7.0,$306.17M
Apollo 13,140,7.6,$173.84M
Hauru no ugoku shiro,119,8.2,$4.71M
Farscape,50,8.3,"30,772"
Holes,117,7.0,$67.41M
Stargate,116,7.1,$71.57M
Independence Day: Resurgence,120,5.2,$103.14M
Star Wars: Episode III - Revenge of the Sith,140,7.6,$380.26M
The Rock,136,7.4,$134.07M
Dark Matter,42,7.5,"35,581"
H2O: Just Add Water,23,7.3,"10,987"
The Count of Monte Cristo,131,7.8,$54.23M
xXx: Return of Xander Cage,107,5.2,$44.90M
The Scorpion King,92,5.5,$91.05M
Star Trek Into Darkness,132,7.7,$228.78M
Teenage Mutant Ninja Turtles,93,6.8,$135.27M
Austin Powers: The Spy Who Shagged Me,95,6.6,$206.04M
Indiana Jones and the Kingdom of the Crystal Skull,122,6.2,$317.10M
Charlie's Angels,60,6.6,"8,999"
A Wrinkle in Time,109,4.2,$100.48M
Pirates of the Caribbean: Dead Man's Chest,151,7.3,$423.32M
Gake no ue no Ponyo,101,7.7,$15.09M
GoldenEye,130,7.2,$106.60M
Transformers: Age of Extinction,165,5.7,$245.44M
The Passage,60,7.5,"7,997"
The Day After Tomorrow,124,6.4,$186.74M
Into the Woods,125,6.0,$128.00M
The Descent,99,7.2,$26.02M
EuroTrip,92,6.6,$17.72M
The Last Witch Hunter,106,6.0,$27.37M
Flash Gordon,111,6.5,"45,908"
Miraculous: Tales of Ladybug & Cat Noir,20,8.0,"3,649"
The Expendables 2,103,6.6,$85.02M
Euphoria,104,5.8,"2,558"
Jurassic Park III,92,5.9,$181.17M
The Magnificent Seven,128,7.8,$4.91M
The Spy Who Loved Me,125,7.1,$46.80M
How to Train Your Dragon 2,102,7.8,$177.00M
Hold the Dark,125,5.6,"27,036"
The Wild Bunch,135,8.0,"72,389"
The Cat in the Hat,82,3.9,$101.15M
Silence,161,7.2,$7.08M
Malibu Rescue,,5.0,367
2012,158,5.8,$166.11M
Jurassic World 3,,,
Moonrise Kingdom,94,7.8,$45.51M
Tarzan,88,7.3,$171.09M
Batman,25,7.5,"16,820"
The Hunt for Red October,135,7.6,$122.01M
"O Brother, Where Art Thou?",107,7.8,$45.51M
Shichinin no samurai,207,8.7,$0.27M
Young Justice,23,8.7,"27,576"
Mononoke-hime,134,8.4,$2.38M
The Secret Life of Walter Mitty,114,7.3,$58.24M
The Last of the Mohicans,112,7.8,$75.51M
The Bridge on the River Kwai,161,8.2,$44.91M
Madagascar,86,6.9,$193.60M
Percy Jackson: Sea of Monsters,106,5.8,$68.56M
Now You See Me 2,129,6.5,$65.08M
Superman Returns,154,6.1,$200.08M
Amphibia,,8.4,143
True Grit,110,7.6,$171.24M
Masters of the Universe,,,
Shrek 2,93,7.2,$436.47M
Ender's Game,114,6.6,$61.74M
Marco Polo,60,8.1,"56,587"
Assassin's Creed,115,5.8,$54.65M
Spy Kids,88,5.5,$112.72M
Lilo & Stitch,85,7.2,$145.79M
Masters of the Universe,106,5.4,$17.34M
Alice in Wonderland,108,6.5,$334.19M
Pirates of the Caribbean: On Stranger Tides,136,6.6,$241.07M
Thelma & Louise,130,7.4,$45.36M
Blood Diamond,143,8.0,$57.37M
Okja,120,7.3,"72,309"
Battleship,131,5.8,$65.42M
Poketto monsutâ,24,7.4,"33,785"
Back to the Future Part II,108,7.8,$118.50M
Star Wars: Episode II - Attack of the Clones,142,6.6,$310.68M
Drive Angry,104,5.4,$10.71M
Hellboy,122,6.9,$59.62M
Pocahontas,81,6.7,$141.60M
Dragon Ball Z,24,8.7,"102,284"
The Hitchhiker's Guide to the Galaxy,109,6.8,$51.09M
Get Smart,110,6.5,$130.32M
The A-Team,60,7.6,"30,980"
Fairy Tail,24,8.1,"17,260"
Spider-Man,,9.4,"7,211"
Noah,138,5.8,$101.20M
Johnny English Strikes Again,89,6.2,$4.28M
Lawrence of Arabia,216,8.3,$44.82M
Bridge to Terabithia,96,7.2,$82.27M
Mission: Impossible III,126,6.9,$134.03M
The Twilight Saga: Breaking Dawn - Part 1,117,4.9,$281.29M
Rango,107,7.2,$123.48M
Jungle,115,6.7,"35,631"
Kajaki,108,7.1,"10,151"
Mad Max 2,95,7.6,$12.47M
My Little Pony: Friendship Is Magic,22,7.7,"17,916"
Moonraker,126,6.3,$70.31M
127 Hours,94,7.6,$18.34M
The Amazing World of Gumball,11,8.2,"16,198"
The Boss Baby,97,6.3,$175.00M
Austin Powers in Goldmember,94,6.2,$213.31M
A Knight's Tale,132,6.9,$56.57M
Deep Blue Sea,105,5.8,$73.65M
Charlie's Angels,98,5.5,$125.31M
"As Above, So Below",93,6.2,$21.20M
Naked and Afraid,43,6.6,"2,823"
Steven Universe,11,8.2,"21,182"
The Abyss,145,7.6,$54.46M
Spartacus,197,7.9,$30.00M
Rambo: First Blood Part II,96,6.5,$150.42M
Big Trouble in Little China,99,7.3,$11.10M
The Twilight Saga: New Moon,130,4.7,$296.62M
The Adventures of Sharkboy and Lavagirl 3-D,93,3.5,$39.18M
Kaubôi bibappu,24,8.9,"76,077"
Disenchantment,30,7.2,"29,138"
Playmobil: The Movie,99,5.1,51
National Lampoon's Vacation,98,7.4,$61.40M
Abominable,,,
The Twilight Saga: Eclipse,124,5.0,$300.53M
Wild,115,7.1,$37.88M
Barbarella,98,5.9,"29,317"
Hugo,126,7.5,$73.86M
Shark Tale,90,6.0,$160.86M
Predators,107,6.4,$52.00M
A-X-L,98,5.2,$6.50M
The Lone Ranger,150,6.4,$89.30M
Emerald City,60,7.3,"10,722"
Road Trip,93,6.5,$68.54M
Sword Art Online,24,7.7,"29,715"
National Treasure,131,6.9,$173.01M
Into the Blue,110,5.9,$18.47M
Kung Fu Panda,92,7.6,$215.43M
The Good Dinosaur,93,6.7,$123.09M
Xena: Warrior Princess,45,6.8,"38,228"
Mission: Impossible II,123,6.1,$215.41M
Lost in Space,60,7.3,"5,715"
Sex Drive,109,6.5,$8.40M
Sleepy Hollow,45,7.4,"55,441"
The Three Musketeers,110,5.8,$20.38M
Ferdinand,108,6.7,$84.41M
Jungle Cruise,,,
Easy Rider,95,7.4,$41.73M
Dante's Peak,108,5.9,$67.13M
Swiss Army Man,97,7.0,$4.21M
The 13th Warrior,102,6.6,$32.70M
The Dukes of Hazzard,104,5.1,$80.27M
Alexander,175,5.6,$34.30M
The Bourne Legacy,135,6.7,$113.20M
Dawn of the Planet of the Apes,130,7.6,$208.55M
The Jungle Book,78,7.6,$141.84M
Last Action Hero,130,6.3,$50.02M
Pan,111,5.8,$35.09M
Batman: Hush,81,,
Star vs. the Forces of Evil,23,8.1,"8,507"
Conan the Destroyer,103,5.9,$31.04M
Hercules,98,6.0,$72.69M
Pompeii,105,5.5,$23.22M
Poseidon,98,5.7,$60.67M
The Great Wall,103,6.0,$45.54M
Transformers: Dark of the Moon,154,6.2,$352.39M
Robin Hood: Prince of Thieves,143,6.9,$165.50M
Days Gone,,8.6,"1,043"
King Arthur,126,6.3,$51.88M
The 5th Wave,112,5.2,$34.91M
American Exit,86,4.7,166
Buck Rogers in the 25th Century,60,6.9,"6,650"
The Hunger Games: Mockingjay - Part 1,123,6.6,$337.14M
Total Recall,118,6.3,$58.88M
Kelly's Heroes,144,7.7,"41,532"
Escape from New York,99,7.2,$25.24M
Night at the Museum: Secret of the Tomb,98,6.2,$113.75M
The League of Extraordinary Gentlemen,110,5.8,$66.47M
The Hangover Part III,100,5.8,$112.20M
Who Framed Roger Rabbit,104,7.7,$156.45M
Naruto,24,8.3,"56,747"
Madagascar 3: Europe's Most Wanted,93,6.8,$216.39M
Grand Theft Auto V,,9.6,"42,561"
Adventures in Babysitting,102,6.9,$34.37M
The Perfect Storm,130,6.4,$182.62M
IO,96,4.7,"24,868"
A Series of Unfortunate Events,108,6.8,$118.63M
I Am Number Four,111,6.1,$55.10M
Mission: Impossible,50,8.0,"7,075"
The World Is Not Enough,128,6.4,$126.94M
After Earth,100,4.8,$60.52M
Teenage Mutant Ninja Turtles: Out of the Shadows,112,6.0,$82.05M
Anaconda,89,4.7,$65.89M
Peter Rabbit,95,6.6,$115.25M
The Mummy: Tomb of the Dragon Emperor,112,5.2,$102.49M
X-Force,,,
Missing Link,94,7.0,$16.64M
How It Ends,113,5.0,"36,656"
The Book of Eli,118,6.9,$94.84M
Lara Croft: Tomb Raider,100,5.8,$131.14M
Conan the Barbarian,113,5.2,$21.30M
The Dirty Dozen,150,7.8,$45.30M
Jack the Giant Slayer,114,6.3,$65.19M
Hunt for the Wilderpeople,101,7.9,$5.20M
Ice Age,81,7.5,$176.39M
SGT. Will Gardner,125,6.1,544
Fantastic Mr. Fox,87,7.9,$21.00M
The Chronicles of Riddick,119,6.7,$57.76M
Stuart Little,84,5.9,$140.04M
Route 66,60,7.7,"1,195"
Street Fighter,102,3.9,$33.42M
La montaña sagrada,114,7.9,$0.06M
Pete's Dragon,102,6.7,$76.23M
Barry Lyndon,185,8.1,"132,917"
S.W.A.T.,117,6.0,$116.93M
Goldfinger,110,7.7,$51.08M
Tomorrow Never Dies,119,6.5,$125.33M
Monsters University,104,7.3,$268.49M
Meet the Robinsons,95,6.9,$97.82M
God of War,,9.7,"10,511"
Rat Race,112,6.4,$56.62M
4: Rise of the Silver Surfer,92,5.6,$131.92M
Dororo,30,8.7,"1,768"
Thunderball,130,7.0,$63.60M
Ben-Hur,212,8.1,$74.70M
Popeye,114,5.2,$49.82M
Bolt,96,6.8,$114.05M
Sky High,100,6.2,$63.95M
Andromeda,43,6.7,"11,170"
The Last of Us,,9.8,"39,502"
Aladdin,30,7.3,"8,180"
Licence to Kill,133,6.6,$34.67M
National Lampoon's European Vacation,95,6.2,$49.40M
Dogma,130,7.3,$30.65M
Daredevil,103,5.3,$102.54M
Monster House,91,6.6,$73.66M
Terra Nova,46,6.8,"76,949"
Beowulf,115,6.2,$82.16M
The King's Daughter,,,
Dr. No,110,7.3,$16.07M
Night at the Museum: Battle of the Smithsonian,105,6.0,$177.24M
Quantum Leap,60,8.1,"23,870"
Night at the Museum,108,6.4,$250.86M
The Living Daylights,130,6.7,$51.19M
Paddington 2,103,7.9,$40.44M
Astérix: Le secret de la potion magique,85,6.8,$1.27M
Ben-Hur,123,5.7,$26.38M
Planet of the Apes,119,5.7,$180.01M
Spartacus: Gods of the Arena,55,8.5,"115,875"
Kingdom Hearts III,,8.9,965
TRON,96,6.8,$33.00M
Only Angels Have Wings,121,7.7,"11,065"
"Walker, Texas Ranger",43,5.5,"13,884"
Excalibur,140,7.4,$34.97M
Transformers: Revenge of the Fallen,150,6.0,$402.11M
Teenage Mutant Ninja Turtles,101,5.8,$191.20M
The Right Stuff,193,7.9,$21.50M
The Imaginarium of Doctor Parnassus,123,6.8,$7.69M
Rambo III,102,5.8,$53.72M
Batoru rowaiaru,114,7.7,"159,479"
Cold Mountain,154,7.2,$95.64M
Exodus: Gods and Kings,150,6.0,$65.01M
MacGyver,48,7.7,"32,781"
Descendants 2,111,6.6,"5,180"
Goosebumps,103,6.3,$80.08M
Planet of the Apes,112,8.0,$33.40M
PAW Patrol,23,6.6,"1,485"
The Flash,,,
Jumper,88,6.1,$80.17M
Wo hu cang long,120,7.9,$128.08M
North by Northwest,136,8.3,$13.28M
Cloudy with a Chance of Meatballs,90,7.0,$124.87M
Commando,90,6.7,$35.10M
Heaven's Gate,219,6.8,$3.48M
Birds of Prey,60,6.6,"4,064"
Jaws 2,116,5.7,$102.92M
Reign of Fire,101,6.2,$43.06M
Over the Garden Wall,110,8.9,"28,991"
Chitty Chitty Bang Bang,144,6.9,"37,663"
The Incredible Burt Wonderstone,100,5.9,$22.53M
Fallen,91,5.5,"11,765"
Death Note,101,4.5,"67,097"
The Chronicles of Narnia: The Voyage of the Dawn Treader,113,6.3,$104.39M
Weekend at Bernie's,97,6.4,$30.22M
Wonder Woman,60,7.1,"5,945"
Oz the Great and Powerful,130,6.3,$234.91M
On Her Majesty's Secret Service,142,6.8,$22.80M
Doragon bôru chô: Burorî,100,8.0,$30.71M
Running for Grace,110,6.1,$0.09M
Adventures of Aladdin,87,1.7,521
Howard the Duck,110,4.6,$16.30M
The Three Musketeers,105,6.4,$53.90M
Dragon Ball Super: Doragon bôru cho,24,8.2,"18,527"
Super Mario Bros.,104,4.0,$20.92M
Master and Commander: The Far Side of the World,138,7.4,$93.93M
Critical Role,180,9.3,"6,052"
Mortal Kombat 11,,7.8,705
Octopussy,131,6.6,$67.90M
Burn Your Maps,102,6.8,464
Hardcore Henry,96,6.7,$9.25M
The Lion King II: Simba's Pride,81,6.5,"53,412"
Romancing the Stone,106,6.9,$76.57M
Battlefield Earth,118,2.5,$21.47M
Sherlock Gnomes,86,5.1,$43.24M
Hitman: Agent 47,96,5.7,$22.47M
The Amazing Race,60,7.6,"12,805"
Superman II,127,6.8,$108.19M
Mighty Morphin Power Rangers,30,6.5,"18,768"
The Guns of Navarone,158,7.6,$28.90M
Survivor,60,7.1,"20,207"
Live and Let Die,121,6.8,$35.38M
The Grey,117,6.8,$51.58M
Bee Movie,91,6.1,$126.63M
Cliffhanger,113,6.4,$84.05M
Grimsby,83,6.2,$6.86M
Highlander,60,7.3,"12,313"
Cars 2,106,6.2,$191.45M
The Time Machine,96,5.9,$56.68M
True Grit,128,7.5,$31.13M
xXx,124,5.9,$142.11M
Kim Possible,86,3.9,"1,373"
Da Vinci's Demons,59,8.0,"70,059"
The Mask of Zorro,136,6.7,$94.10M
Never Say Never Again,134,6.2,$55.50M
The Tourist,103,6.0,$67.63M
A View to a Kill,131,6.3,$50.33M
Joe Dirt,91,5.9,$27.09M
Legend of the Seeker,44,7.7,"31,920"
The Croods,98,7.2,$187.17M
Robin Hood: Men in Tights,104,6.7,$35.74M
Uncharted,,,
Morbius,,,
Mako Mermaids,30,7.1,"2,725"
Troy: Fall of a City,60,3.8,"10,150"
The Kings of Summer,95,7.2,$1.29M
The Expendables 4,,,
Star Wars: Rebels,22,8.0,"22,230"
"10,000 BC",109,5.1,$94.78M
Clash of the Titans,118,6.9,$41.09M
Underworld: Blood Wars,91,5.8,$30.35M
Back to the Future Part III,118,7.4,$87.73M
The Mountain Between Us,112,6.4,$30.35M
Harold & Kumar Go to White Castle,88,7.1,$18.23M
Mission: Impossible 7,,,
The Last Starfighter,101,6.7,$28.73M
Priest,87,5.7,$29.14M
Barely Lethal,96,5.4,"17,537"
Tate no Yuusha no Nariagari,24,8.2,"1,462"
The Phantom,100,4.9,$17.30M
The Adventures of Tintin,107,7.3,$77.59M
Due Date,95,6.5,$100.54M
Falling Skies,42,7.2,"82,382"
Untitled Indiana Jones Project,,,
Nerve,96,6.5,$38.56M
The Lego Ninjago Movie,101,6.0,$59.28M
Valhalla Rising,93,6.1,$0.02M
Year One,97,4.9,$43.34M
Spy Kids 3: Game Over,84,4.2,$111.76M
Get Him to the Greek,109,6.4,$60.97M
The Dark Tower,,,
Inhumans,43,5.1,"19,202"
The Searchers,119,8.0,"73,302"
Quigley Down Under,119,6.9,$21.41M
Alice Through the Looking Glass,113,6.2,$77.04M
AVP: Alien vs. Predator,101,5.6,$80.28M
Die Hard: With a Vengeance,128,7.6,$100.01M
Underworld: Rise of the Lycans,92,6.6,$45.80M
It's a Mad Mad Mad Mad World,205,7.6,$46.30M
Saving Flora,95,5.7,102
Kôdo giasu: Hangyaku no rurûshu,24,8.6,"40,840"
The Chronicles of Narnia: Prince Caspian,150,6.5,$141.62M
Bleach,24,8.2,"39,338"
Jaws 3-D,99,3.6,$45.52M
The Book of Life,95,7.3,$50.15M
Storks,87,6.8,$72.68M
Congo,109,5.1,$81.02M
Mia et le lion blanc,98,6.5,$0.40M
Zathura: A Space Adventure,101,6.2,$29.26M
Return to Oz,113,6.8,"22,430"
Anastasia,94,7.1,$58.41M
Jaws: The Revenge,89,2.9,$20.76M
Diamonds Are Forever,120,6.7,$43.82M
Hart to Hart,60,6.7,"5,145"
Safe House,115,6.8,$126.37M
The Jungle Book,111,6.0,$44.34M
Ballerina,89,6.8,$24.48M
Watership Down,204,7.2,"3,741"
Boruto: Naruto Next Generations,23,7.4,"4,701"
The Life Aquatic with Steve Zissou,119,7.3,$24.01M
Treasure Planet,95,7.2,$38.18M
Sahara,124,6.0,$68.67M
Revolution,43,6.7,"78,340"
The Spiderwick Chronicles,96,6.6,$71.20M
The Rocketeer,108,6.4,$46.70M
The Hurricane Heist,103,5.1,$6.12M
Atlantis: The Lost Empire,95,6.9,$84.05M
Trollhunters,23,8.4,"10,377"
The Golden Child,94,5.9,$79.82M
Ternet ninja,81,7.7,"1,898"
Home Alone 2: Lost in New York,120,6.7,$173.59M
Charlie's Angels: Full Throttle,106,4.9,$100.83M
Regular Show,23,8.4,"25,786"
The Man with the Golden Gun,125,6.8,$20.97M
Lost in Space,130,5.1,$69.12M
Ladyhawke,121,7.0,$18.43M
Shrek the Third,93,6.1,$320.71M
Kung Fu Panda 2,90,7.2,$165.25M
From Russia with Love,115,7.4,$24.80M
Hercules: The Legendary Journeys,44,6.5,"25,307"
RV,99,5.5,$71.73M
The Prince of Egypt,99,7.1,$101.22M
The Loud House,22,7.4,"2,671"
Ice Age: Collision Course,94,5.7,$64.06M
Samurai Jack,25,8.4,"39,991"
Kung Fu Panda 3,95,7.1,$143.53M
Lois & Clark: The New Adventures of Superman,46,6.8,"19,210"
The Poseidon Adventure,117,7.1,$84.56M
The Fall,117,7.9,$2.28M
Rescue Dawn,120,7.3,$5.49M
Aladdin and the King of Thieves,81,6.4,"29,949"
Space: 1999,50,7.4,"6,279"
Australia,165,6.6,$49.55M
Robots,91,6.3,$128.20M
Renegades,106,5.4,"7,225"
Centurion,97,6.4,$0.12M
Viy 2,,,
Merrill's Marauders,98,6.7,"1,823"
King Kong,134,5.9,$52.61M
